keluhan;bagian
"Selamat Sore Bapak/Ibu
 
 Saya Muhammad Gilang Adhi Prasetyo, nim 1101204188, Jurusan Teknik Telekomunikasi. Saya melakukan pembayaran BPP melalui teller bank mandiri, tetapi transaksi dinyatakan Suspend dikarenakan akses pembayaran belum dibuka. Minta tolong untuk diberikan aksesnya agar pembayaran bisa dilakukan.
 
 Terima kasih";AKUNTANSI
"Assalamualaikum pak
 Saya Rizky mahasiswa TI 2014
 ingin bertanya bagaimana jika semester kemarin saya tidak regis karena masalah keuangan keluarga dan terlewatkan masa pengajuan cuti ?
 
 Sudah saya konsultasikan ke dosen wali, beliau bilang mungkin harus menyelesaikan pembayaran semester kemarin
 dan coba tanyakan bagian keuangan berapa tagihan semester kemarin dan semester ini jika saya hanya mengambil sks Tugas Akhir
 
 Dan saya ingin bertanya lagi pak bagaimana untuk mengajukan keringanan pembayaran semester kemarin dan semester sekarang ? Saya belum sanggup jika harus langsung membayar keduanya sekaligus
 
 terima kasih pak ????";AKUNTANSI
"nama: savina ainul rahma
 nim: 6704204140
 keluhan: jd saya sudah bayar tagihan registrasi semuanya, tapi di igracias keterangannya masih belum lunas. ini gimana ya solusinya? karna saya jd tidak bisa melanjutkan tahap registrasi selanjutnya karna terhambat masalah itu. sedangkan jadwal input matkul dan cetak
 ksm tinggal sebentar lagi deadlinenya. terima kasih????";AKUNTANSI
Selamat Siang, saya Marsha mahasiswi DKV'15 , perihal pembayaran BPP kebetulan saya baru bisa membayar hari ini dikarenakan baru ada uangnya namun ketika di teller ternyata tagihan saya pun tidak muncul, juga ketika saya check di igracias server nya pun down, mohon bantuannya untuk perihal tagihan yg tidak muncul juga perihal registrasi. Dikarenakan teller BNI tutup jam 2. Mohon bantuannya.;AKUNTANSI
"Selamat Siang
 
 Nama saya Insan Adiguna, mahasiswa Telkom University jurusan Teknik
 Industri angkatan 2014 yang masih berkuliah di Telkom University
 
 Kemarin sekitar jam 14.00 saya sudah melakukan pembayaran BPP sebesar
 Rp 3.700.000,- ke Telkom University namun sampai saat ini status
 pembayaran masih belum berubah. tolong diperiksa karena biasanya
 status sudah berubah paling lama satu hari setelah saya melakukan
 pembayaran
 
 adapun saya melakukan pembayaran melalui aplikasi mandiri online dan
 bisa mengirimkan bukti pembayaran jika memang diperlukan.
 
 terima kasih
 Selamat Siang";AKUNTANSI
Selamat siang, saya orang tua mahasiswa an Refindo Fajar Islami angkatan 2016 fakultas industri kreatif NIM 1602160050 Ada kendala dalam pembayaran BPP di smt 2 ini. Sy sdh beberapa kali dalam 10 hari terakhir ingin melakukan pembayaran lewat atm dan kasir bank BNI tetapi selalu gagal dg keterangan nomor yg dimasukan salah atau tdk terdaftar. Padahal selama ini sy tdk ada masalah jika melakukan pembayaran lewat ATM BNI. Mhn konfirmasinya mengingat waktu batas akhir pembayaran tgl 5 februari terima kasih.;AKUNTANSI
"Nama : Fauzi Arya Surya Abadi
 Nim : 1301194101
 Prodi : S1 Informatika
 Kelas : IF - 43 -01
 Keluhan :
 
 Assalamu'alaikum
 Perkenalkan saya Fauzi Arya Surya Abadi, S1 Informatika, Nim 1301194101
 
 Mau tanya kak. Saya sudah membayar tagihan Registrasi Semester Genap ini. Tetapi kenapa di igracias masih tertulis belum lunas ya?
 
 Terimakasih";AKUNTANSI
"Selamat siang Bapak Ibu saya orang tua dari Rafi Ali Rachmadi 1301164010 hari ini saya mencoba melakukan pembayarn melalui teller di Bank BNI dan Mandiri tetapi tidak bisa. Dengan alasan dari pihak Teller Bank BNI dan Mandiri masih terblokir. Ada kendala apa ya pak.. 
 
 Mohon Penjelasannya terima kasih.
 
 Hormat saya";AKUNTANSI
"Selamat siang bapak/ibu. 
 Saya Dede Rachmadi Assyidiqi mahasiswa MBTI angkatan 2016 ingin bertanya apakah server untuk pembayaran saat ini sedang down? Karena saya mencoba membayar, keterangan yang tertulis ""10: Tagihan tidak ditemukan""
 
 Terima kasih.";AKUNTANSI
"Assalamualaikum wr. wb. Saya Ma'rifatuzzahrah Syafi dari jurusan S1 Desain Interior FIK. Saya ingin bertanya perihal pembayaran BPP.
 
 Tadi saya sudah ke teller Bank BNI. Tapi begitu di cek katanya nomor tagihan saya tidak muncul. Mohon solusinya Pak/Bu. Terima kasih.";AKUNTANSI
Selamat siang, saya mau menanyakan bagaimana perihal pengalihan uang bpp saya dari semester 3 ke semester 4. Terima kasih;AKUNTANSI
Selamat pagi min, saya mahasiswi Telkom angkatan 2015, Nama: Fiera MeiristikaUtami, NIM: 1101154560, ingin complain kenapa saya bayaran kurang 100.000 padahal saya sudah bayar sesuai dengan ketentuan yaitu 3.700.000, saya sudah tanya ke teller katanya saya harus menghubungi keuangan Telkom, berikut ini saya berikan buktinya, mohon dibalas min karena di WA ke 2 nomer yg tersedia tidak ada balasan.;AKUNTANSI
Assalamualaikum wr. wb. Selamat pagi pak/bu, saya Tsurayya Az-Zahra dari Desain Produk 18 ingin meminta bantuan kepada Bapak/Ibu mengenai kendala yang sedang saya alami. Saya sudah membayar tagihan BPP pada tanggal 1 februari (kemarin siang) melalui teller. Namun pada sistem igracias sedari kemarin siang hingga saat ini saya cek statusnya masih belum lunas. Mohon bantuannya. Terimakasih.;AKUNTANSI
"Pagi kak, Saya Arifah Hilmi Alrasyid (1402201252) dari S1 Akuntansi penerima beasiswa FOJB
 untuk pembayarannya sudah berubah oleh pihak beasiswa Telkom University kak terimakasih..?? tapi maaf mau bertanya lagi kak, status pembayaran nya masih belum lunas.. itu bagaimana ya kak? Berhubung besok disampaikan kata dosen wali bahwa sudah harus registrasi mata kuliah..(?) mohon bantuannya?? sekali lagi saya ucapkan terimaksih??";AKUNTANSI
Assalamu'alaikum pak/bu saya Muhammad dzikra mahasiswa telkom University jurusan desain interior 2017, maaf mengganggu saya mau nanya pak/bu saya sudah transfer lewat mbanking buat bayar bpp dan status nya sudah sukses, namun kenapa di igraciasnya pembayaran saya masih belum lunas ya?;AKUNTANSI
Assalamualaikum wrwb pak. disini saya melampirkan kwitansi pembayaran sebagai bukti. yang terlampir di Igrasias adalah 8.950.000 tapi ketika pembayaran sejumlah 9.150.000 tanpa ada potongan. mohon di tindak lanjuti . Terimakasih pak;AKUNTANSI
"Selamat siang,
 Perkenalkan saya Yohanes Paulus Mahadma Khrisna dari MM Tel-U dengan NIM 2401201039. Tujuan dan maksud saya mengirimkan email ini terkait dengan saya tidak dapat melakukan pembayaran. Saat saya mencoba membayar melalui ATM, nominal yang harus dibayarkan tidak muncul sehingga tidak bisa menindaklanjuti proses pembayaran. Di lain sisi saat saya mencoba melakukan pembayaran menggunakan m-banking mandiri tetap tidak bisa dengan notifikasi bahwa ""Tagihan sedang diblokir. Hubungi pihak penerbit tagihan untuk bantuan."" 
 
 Oleh sebab itu saya mohon bantuan agar saya dapat melakukan pembayaran sehingga dapat melanjutkan perkuliahan di semester genap ini. Terima kasih atas perhatiannya.
 
 *Terlampir adalah screenshoot saat proses pembayaran melalui M-banking mandiri yang menunjukkan bahwa tagihan sedang diblokir.
 
 Best,
 
 Yohanes Paulus Mahadma Khrisna";AKUNTANSI
"Dear bapak dan Ibu di Finance TelU..
 
 Selamat siang,
 
 Saya Almerindo Bianco Sequeura, Mahasiswa S2 Teknik Industri FRI Telkom University, Penerima full beasiswa Angkatan 2018/2019, sesuai dengan LoA yang saya terima dan Beasiswa tersebut telah berakhir pada semester ini.
 
  Saat ini sedang dalam bimbingan Tesis untuk proses pembelajaran saya.
 
 saya inggin tanya, berapakah Biaya Tagihan BPP bagi saya untuk semester ini ?
 
 
 karena saya cek di igracias tidak ada tagihan registrasi untuk biaya BPP semester ini.";AKUNTANSI
Saya mauladhan dwiya syahputra angkatan 2016 MBTI dengan nim 1401164515 saya ada permasalahan error di saat pembayaran lewat bank bni nomor tagihan saya tidak keluar sedangkan saya sdh mengikuti tahap-tahap di prosedur pembayaran , apakah ada solusi atau ada contact yg bisa di hubungkan terima kasih;AKUNTANSI
"Assalamualaikum wr. wb. Bapak/Ibu dari keuangan Telkom University
 
 Saya Muhammad Syauqi Amin dari program studi D3 Manajemen Pemasaran kelas D3MP41-01, ingin memberitahu bahwa tagihan pembayaran BPP saya untuk semester genap ini hilang.
 
 Mohon ditindaklanjuti karena saya harus segera membayarnya
 
 Terima Kasih";AKUNTANSI
agi, mau nanya untuk pembayaran mahasiswa yang tinggal skripsi bagaimana yah? Terima kasih;AKUNTANSI
Selamat pagi pak/bu. maaf saya dengan Kartika Mahardhika (2101181002). Jadi saat ini saya sudah melewati masa studi normal di S2. kondisinya saya hanya tinggal tesis saja tetapi karena adanya peraturan kurikulum baru maka saya diharuskan untuk menambahkan matakuliah sebanyak 2 matakuliah dengan rincian 5 sks. Oleh karena itu untuk detail pembayarannya bagaiamana ya, pak/bu? Terimakasih sebelumnya.;AKUNTANSI
"Mohon info besarnya BPP untuk D3TT angkatan 2019
 Terima kasih
 
 Salam";AKUNTANSI
"Selamat sore punten, Informasi bahwa saya alam syuhada (1502164321) masih ada selisih bayar 6.450.000 untuk dibayarkan sebagai pembayaran BPP smt 8 (genap 20/21). Untuk sisanya, mohon dikembalikan.
 Terimakasih.";AKUNTANSI
"Halo, selamat pagi! 
 Saya Ratna Juliana 1401193387 jurusan MBTi angkatan 2019.
 
 Mau menyampaikan keluhan. Saya adalah mahasiswa penerima beasiswa. Dari awal ada tagihan bpp saya dapat potongan 200.000. Tanggal 29-01-21 potongan beasiswa saya sudah muncul. Saya niatkan bayar hari ini tanggal 30-01-21. Tapi seteleh saya cek kok potongan 200.000 nya hilang? Tagihan saya berubah nominalnya jd bertambah. 
 Bukannya potongan ini berlaku untuk semua mahasiswa aktif? 
 
 Mohon di proses permasalahan ini, karena saya mulai registrasi tanggal 2 dengan niat akan ambil kelas atas.";AKUNTANSI
"Assalamualaikum Warohmatullahi Wabarokatuh,
 Selamat Pagi Bapak/Ibu ditempat
 Saya Lelitia Tamara (1401154492) mahasiswa angkatan 2015.
 pada semester Ganjil saya mengajukan cuti dan sudah membuat form pengajuan cuti.
 pada semester genap ini saya akan mengambil kolokium dan skripsi tapi saya tidak bisa mengakses registrasi tersebut.
 bagaimana solusinya ya? 
 terimakasih sebelumnya.";AKUNTANSI
"Dear Admin Finance,
 
 Perkenalkan saya Firza S1 Informatika (1301144313) ingin menanyakan tentang pembayaran semester 2020/2021 genap.
 
 Mengapa di Igracias saya tidak ada tagihan pembayaran untuk semester ini? Saya sudah cek dari awal bulan hingga email ini dikirimkan masih belum ada juga.
 
 Terima kasih atas waktu dan perhatiannya.
 
 Regards,
 
 Firza";AKUNTANSI
Saat membuka igracias lalu mengklik yg pembayaran selalu hasilnya seperti ini sudah lama. Kenapa ya kira'? Terimakasih;AKUNTANSI
Selamat siang, saya Satrio NIM 1401164376 ingin bertanya saya kemarin ke ATM untuk membayar BPP namun tertulis nomor tagihan tidak terdaftar, bagaimana ya? Saya semester depan mengambil skripsi dan beberapa mata kuliah yang harus diambil/diulang;AKUNTANSI
"ear Finance,
 
 Selamat siang, saya aziz sabirin ingin bertanya perihal subsidi biaya semester untuk mahasiswa yang tinggal TA saja bagaimana caranya?
 
 Terima kasih";AKUNTANSI
Selamat pagi, mohon maaf ingin menanyakan perihal pembayaran spp saya, kenapa yah pas saya ke bni selalu loading, kata pegawainya dari telkomnya yg loading, mohon penjelasannya, sekian terimakasih;AKUNTANSI
Dear BAA, Mohon di bantu untuk merubah satatus akademik A.N Rezza RIjki Adiputra di Forlap dikti, karena status nya disana masih Mahasiswa Aktif Semester 5.mohon di bantu.dilampirkan statusnya dengan gambar di bawah ini.B/RRezza Rijki Adiputra085724013138;BAA
Persyaratan untuk pembuatan ktm terlalu rumit;BAA
Biaya pembuatan ktm yang terlalu mahal;BAA
warna dan tulisan pada ktm mudah pudar;BAA
Tolong saya sudah 2 kali ke bagian kemahasiswaan pusat untuk mengurus pengajuan KTM, dan tidak pernah ada yang mengurus disana, pertama saya kesana di beri tahu bahwa bapak yang mengurus KTM tidak masuk, dan yang kedua kali saya bertanya dan mendengar bapak yang mengurus KTM tidak ada, namun saya disuruh duduk dan menunggu, disana saya menunggu dan menanyakan selama berjam-jam dan tidak ada jawaban yang solutif. Mohon untuk segera diperhatikan untuk pengurusan KTM di layanan Kemahasiswaan pusat, karena saya sedang dikejar deadline untuk pendaftaran kerja prakter yang membutuhkan KTM sedangkan untuk mengurus KTM di kemahasiswaan saja sudah sangat sulit dan juga mohon untuk bagian kemahasiswaan pusat untuk diperbaiki lagi pelayanan yang tidak memuaskan. Terimakasih.;BAA
Kualitas ktm kurang baik mudah pudar;BAA
Biaya untuk mengganti ktm yang hilang sangat mahal, mohon untuk disesuaikan kembali;BAA
Proses pembuatan SKPI yang lama;BAA
Biaya untuk membuat ktm yang hilang mahal banget;BAA
Persyaratan pembuatan SKPI yang terlalu banyak;BAA
"permisi saya mau komplain, biaya pendidikan saya sudah lunas semua tetapi kenapa status biaya pendidikan saya pada surat pernyataan dan formulir biodata ijazah saya masih ""belum lunas""
";BAA
"""Assalamualaikum wr wb.Maaf pak, saya sudah meminta cancel  untuk KSM saya ke dosen wali selama 3 hari dikarenakan kesalahan input  dan adanya MK yang belum terambil oleh saya. Namun setelah cek jam 10  pagi tadi KSM saya malah di acc oleh dosen wali saya. Saya takut kelas  yang tidak terambil oleh saya itu penuh setelah proses cancel KSM  selesai.
Terima Kasih.""
";BAA
"Assalamualaikum pak/bu, saya Rizqillah Zahra (1301144120), saya tidak lulus yudisium Agustus 2018 sehingga saya harus registrasi ulang matakuliah. Saya sudah melakukan registrasi lewat igracias, namun belum bisa melakukan pembayaran BPP. Teller Mandiri mengatakan jaringan layanan Telkom sedang Offline sehingga pembayaran ditolak. Mohon pencerahannya pak/bu, agar saya bisa melakukan cetak KSM dan memperpanjang SK TA. Terimakasih sebelumnya
";BAA
"""Saya lupa melakukan cetak nilai akhir (KHS), saya ingin melakukan cetak nilai KHS namun pilihan menampilkan nilai di Igracias sudah tidak ada. Bagaimana solusinya?&nbsp;
Terimakasih""
";BAA
saya ingin mencetak transkip nilai akhir tapi menu nilai pada igracias sudah tidak ada, solusinya bagaimana ya?;BAA
"""Selamat siang,&nbsp;
Saya Aulia Fiya Maulida Mahasiswi Desain Interior dengan NIM 1603151184, ingin mengajukan komplain terkait transkrip nilai akademik di iGracias.&nbsp;
Pada halaman nilai di igracias saya tertulis belum lulus sidang tingkat III, padahal saya telah menyelesaikan semua mata kuliah wajib dan satu pilihan di tingkat tersebut. Hal ini perlu dikoreksi agar saya dapat menyelesaikan proses sidang akhir pada semester ini. Berikut terlampir screenshot dari laman nilai igracias saya.
Mohon kepada admin untuk mengcross-check masalah tersebut, terimakasih.""";BAA
saya ingin mencetak transkip nilai akhir tapi menu nilai pada igracias sudah tidak ada, solusinya bagaimana ya?;BAA
"Sebelumnya saya mengucapkan terima kasih telah dibantu untuk legalisasi ijazah dan transkrip secara online.
Saya ingin memberikan masukan. Untuk dokumen legalisasi yg dikirim, mohon untuk dapat diletakkan dengan map yang berbahan keras &nbsp;yang berguna untuk melindungi itu sendiri.
Hal ini saya sampaikan karena dokumen yang saya terima tertekuk dan terlipat.
Terimakasih.";BAA
Saya sudah input pengajuan untuk legalisir ijazah dan transkip nilai, kenapa belum ada reply untuk pembayaran dan info untuk legalisirnya?;BAA
"""Saya ingin menggunakan aplikasi DeLa untuk keperluan legalisasi Ijazah &amp; Transkrip Nilai, tetapi ketika saya login dengan menggunakan akun igracias yang saya miliki tidak bisa. Kemudian saya mencoba untuk membuat akun baru dan tidak bisa juga dengan keterangan """"failed, Your Account Already Exist"""".
Mohon bantuannya karena saya sangat membutuhkan legalisasi tersebut. Terimakasih. :)""";BAA
"""saya cek menu kelengkapan sidang (5) terdapat gambar seperti gambar 1, kemudian saya cek menu daftar sidang (4) terdapat gambar seperti gambar 2, kemudian saya cek profil saya terdapat gambar seperti gambar 3, kemudian pada menu daftar sidang dan klik cetak form ijazah dan transkip muncul gambar seperti gambar 4
apakah bisa di perbaiki menghilangkan foto yang bertuliskan kurang lebih 'maaf ijazah file sma blm di upload ...'""";BAA
Saya sudah mendaftar sidang dan yudisium menggunakan LOA dan form lainnya , dan sudah membayar wisuda dan toga dan tidak ada tunggakan biaya semester , namun di bagian sub wisuda , saya dinyatakan belum membayar wisuda dan masih ada tunggakan semester , itu kenapa ya pak / bu? Terimakasih;BAA
Saya sudah lunas pembayaran wisuda. Apakah bisa untuk aktivasi registrasi wisuda tanpa harus ke admin? Soalnya masih ada urusan diluar. Apakah wisuda november memiliki maks kuota wisudawan?;BAA
Saya Muhammad Damar Hafizh NPM. 1401144241, ingin bertanya terkait registrasi Wisuda Periode November 2018, terlampir bahwasanya saya sudah registrasi wisuda justru kolom merah keluar lagi yang menyatakan saya belum upload openlibrary, padahal sebelumnya sudah hijau, lalu saya mengupload foto berjas hitam dengan latar terang, apakah tidak masalah Pak/Bu? Dan juga saya memohon untuk dibuka kembali update pendaftaran wisuda karena lupa menyimpan form Wisuda. Terima Kasih.;BAA
"Salam.
Saya ingin menyampaikan keluhan mengenai pengumuman peserta wisuda. Wisuda bulan Agustus diadakan 2 kloter, yaitu tanggal 14 dan 15. Namun sampai dengan awal Agustus belum ada kepastian mengenai pembagian kloter untuk setiap jurusannya, misalnya D3 Komputerisasi Akuntansi dapat tanggal 14 atau 15, juga belum ada surat resmi dan undangan orang tua. Beberapa orang tua berprofesi sebagai pegawai negeri, seperti orang tua saya, dan izinnya harus ke dinas dengan menyertakan undangan wisuda. Tidak bisa izin sembarangan dan seenaknya. Selain itu, orang tua saya juga dari luar kota dan perlu memesan tiket, penginapan, dan lain-lain.&nbsp;
Alangkah baiknya, pengumuman dan undangan orang tua dibagikan setidaknya sebulan sebelum atau paling tidak ya awal Agustus, supaya yang dari luar kota juga bisa bersiap-siap. Saya harap ketidaknyamanan ini tidak terulang lagi untuk wisuda periode selanjutnya dan saya harap segera diperbaiki. Terima kasih.";BAA
"permisi untuk wisuda pada bulan agustus diketerangan tertera&nbsp;Anda belum mengisi I-Gracias menu Tracer Study --&gt; Sensus --&gt; Member Tel-U Career sedangkan sudah saya buka pada trace study --&gt; sensus disana tidak tertera member tel-u career itu bagaimana solusinya";BAA
