,keluhan,bagian,clean_keluhan
52,"Selamat pagi, 
 Saya Geovanni Eddy Andaria dari Jurusan Administrasi Bisnis angkatan 2016. Jadi begini, saya semester 9 kemarin membayar BPP full paket sebesar Rp.6.150.000 dan matakuliah yang saya ambil hanya magang dan skripsi. Di tagihan registrasi Igracias tertulis yang terbayar sebesar Rp.2.550.000, lalu saya melihat pengumuman bahwa ada pengembalian dengan mencantumkan nomer rekening, kebetulan saya tidak mencantumkan nomer rekening. Pertanyaan saya, uang sisanya kemana? Lalu semester ini saya mendapat tagihan registrasi sesuai dengan paket dan potongan menjadi sebesar RP.2.350.000 
 Bisa tidak seandainya sisa yang harusnya pengembalian dialihkan kesana?
 
 Selamat pagi,
 Terimakasih",AKUNTANSI,geovanni eddy andaria administrasi bisnis angkat semester kemarin bayar bpp full paket rupiah matakuliah ambil magang skripsi tagih registrasi igracias tulis bayar rupiah lihat cantum nomor rekening cantum nomor rekening uang sisa semester tagih registrasi sesuai paket potong rupiah sisa alih kesana
53,"Selamat siang pak/bu
 Saya Muhammad Arief Hidayat (1102164268), dari jurusan S1 Teknik Elektro
 Pembayaran BPP saya tidak terdeteksi di bank, saya tinggal mengambil mata kuliah TA saja, tapi tadi waktu bayar di bank tidak bisa
 Mohon dibantu agar bisa bayar
 Terimakasih",AKUNTANSI,muhammad arief hidayat s teknik elektro bayar bpp deteksi bank tinggal ambil mata kuliah ta bayar bank bantu bayar
54,"Selamat Siang,
 
 Saya Fransisca mahasiswi S2 Teknik Elektro ingin menyampaikan bahwa saya tidak dapat melalukan pembayaran serta tagihan di igracias maupun bank tidak keluar. Mohon bantuannya untuk proses pembayaran ini.
 
 Berikut saya lampirkan dokumen pendukung :
 Nama : Fransisca Elisa Rahardjo
 NIM : 2101181017
 
 Terimakasih",AKUNTANSI,fransisca mahasiswi s teknik elektro bayar tagih igracias bank bantu proses bayar lampir dokumen dukung nama fransisca elisa rahardjo
55,"Dear Finance Tel-u,
 
  
 
 Selamat siang Saya Mujib Ramadhan Hidayat, mahasiswa S2 teknik elektro, dengan NIM 2101181014, ingin memberitahukan bahwa saya tidak bisa membayar tagihan semester via m banking mandiri",AKUNTANSI,finance mujib ramadhan hidayat mahasiswa s teknik elektro memberitahukan bayar tagih semester via m banking mandiri
56,"Assalamualaikum, maaf mau tanya ... untuk mahasiswa an Irfan Izdiharrizqullah Septio blm keluar tagihannya. Berapa dan sampai tgl brp pembayarannya?
 Terima kasih atas informasinya.",AKUNTANSI,mahasiswa an irfan izdiharrizqullah septio tagih tanggal bayar informasi
57,"Selamat pagi , Saya tasya shafa azzahra jurusan S1 kriya tekstil kelas KR 43 02A dengan NIM 1605194005. Mau bertanya perihal registrasi kenapa belum bisa cetak KRS",AKUNTANSI,tasya shafa azzahra s kriya tekstil kelas kr a perihal registrasi cetak krs
58,"Punten, Selamat siang bapak/ibu layanan keuangan mahasiswa Tel-u. Saya Richard Septian Siregar, mahasiswa Ilmu Komunikasi '17 ingin bertanya perihal pengembalian biaya bpp. Saya sudah melaksanakan sidang di periode lalu (sem 7) namun saya sudah membayarkan bpp semester 8. Sesuai saran dari dosen wali saya untuk mengajukan pengembalian dana semester yang berlebih karena saya sudah menyelesaikan perkuliahan dan tidak ada mata kuliah yang akan diambil lagi. Bagaimana kira-kira prosesnya ya pak/bu? 
 Saya sudah menghubungi lewat Whatsapp selama 3 hari terakhir, namun tidak ada respon hingga hari ini. 
 
 Terimakasih banyak sebelumnya pak/bu.",AKUNTANSI,layan uang mahasiswa richard septian siregar mahasiswa ilmu komunikasi perihal biaya bpp laksana sidang periode sem bayar bpp semester sesuai saran dosen wali aju dana semester selesai kuliah mata kuliah ambil kirakira proses hubung whatsapp akhir respon
59,"Assalamualaikum pak/bu.
 Saya Nurhidayah Puteri dari jurusan D3 Rekayasa Perangkat Lunak Aplikasi. Saya sudah melakukan pembayaran BPP dan telah melunaskannya tetapi di igracias statusnya masih BELUM LUNAS sampai sekerang. Bagaimana ya pak/bu?
 Terima kasih",AKUNTANSI,nurhidayah putri d rekayasa perangkat lunak aplikasi laku bayar bpp lunas igracias status lunas kerang
60,"Assalamualaikum wr wb saya Aulia widya clara dengan nim 1301160009. Mohon izin bertanya kembali, bu... untuk pembayaran BPP di saya kenapa belum bisa ya, bu? padahal saya sudah melakukan registrasi matkul dan tagihan di igracias sudah ada. akan tetapi dari bank belum keluar tagihan nya saat kemarin saya mau bayar. Terimakasih",AKUNTANSI,aulia widya clara izin bayar bpp laku registrasi matkul tagih igracias bank tagih nya kemarin bayar
61,"Selamat Pagi,.
 
 Saya Ade Suryana. Mahasiswa angkatan 2017 prodi S1 Internasional ICT Business.
 Saya ingin mengkonfimasi tentang pembayaran tagihan registrasi. Pada awal periode pembayaran saya membayar dengan nominal Rp. 17.950.000., Namun, setelah perwalian saya mendapatkan informasi bahwa untuk Mahasiswa ICT Business yang semeter 8 hanya mengambil matakuliah Skripsi dan Kolokium tagihan yang dibayarkan hanya Rp. 8.950.000. Maka dalam data pembayaran terdapat selisih (lebih) Rp. 9.000.000,.
 Izin bertanya, Bagaimana cara untuk pengembalian uang selisih pada registrasi saya? apakah nanti akan ada pendataan? mohon informasi selengkapnya.
 
 Terimakasih, Semoga semua senantiasa dalam keadaan sehat.
 Salam,
 Ade Suryana",AKUNTANSI,suryana mahasiswa angkat prodi s internasional ict business mengkonfimasi bayar tagih registrasi periode bayar bayar nominal rupiah wali informasi mahasiswa ict business meter ambil matakuliah skripsi kolokium tagih bayar rupiah data bayar selisih rupiah izin uang selisih registrasi data informasi lengkap moga senantiasa sehat salam suryana
62,"Saya Muhammad Naufal Hafizh A, MBTI angkatan 2018,
 Perihal status pembayaran di Igracias yang belum lunas padahal sudah melakukan pembayaran via BNI Mbanking. Saya belum bisa registrasi sampai sekarang dan kelas peminatan yang hampir full bahkan sudah full. Saya meminta tolong agar segera di update. 
 Terimakasih 
 
 Saya sertakan bukti pembayaran.",AKUNTANSI,muhammad naufal hafizh a mbti angkat perihal status bayar igracias lunas laku bayar via bni mbanking registrasi kelas minat full full update bukti bayar
63,"Assalamualaikum wr.wb, maaf mengganggu waktunya, saya Annaya Sabila dari jurusan ict business 2019 kelas ict 2. Mau bertanya, saya sudah membayar bpp tapi status di igraciasnya belum berubah, jadi saya tidak bisa registrasi mata kuliah. Tadi saya sudah coba tanya dosen wali ktnya bisa jadi karena kepotong biaya admin, setelah dicoba untuk transfer lagi ternyata tidak bisa karena tulisannya tagihan sudah dibayar. Jadi ini kira-kira bagaimana ya? Terima kasih",AKUNTANSI,ganggu annaya sabila ict business kelas ict bayar bpp status igraciasnya ubah registrasi mata kuliah coba dosen wali ktnya potong biaya coba transfer nyata tulis tagih bayar kirakira
64,"Assalamualaikum, selamat malam.
 
 Saya ingin bertanya, saya belum membayar bpp tapi kenapa tidak ada tulisan ""belum lunas"" ya di bagian pembayaran di igracias? Saya ingin membayar tapi tidak tahu berapa nominal yang harus dibayarkan dikarenakan tagihannya tidak muncul di igracias. Nama saya Muhammad Rizki Yofachri dengan NIM 1201140277. Mohon pencerahannya.
 
 Terima kasih.",AKUNTANSI,bayar bpp tulis lunas bayar igracias bayar nominal bayar tagih muncul igracias nama muhammad rizki yofachri cerah
65,"Dear all,
 Assalamualaikum,
 Kami dari wali siswa an yudha yasa afrildzal briano semester4 , mohon dibantu kebijakan untuk penundaan pembayaran paling lambat sampai kamis tgl 4 feb 2021
 
 
 Wasalam,
 
 Yudha",AKUNTANSI,all wali siswa an yudha yasa afrildzal briano semester bantu bijak tunda bayar lambat kamis tanggal feb wasalam yudha
66,"Selamat malam Bapak/Ibu, mohon maaf menggangu waktunya,
 Untuk status registrasi pembayaran belum ter acc (belum lunas)
 
 Terimakasih",AKUNTANSI,menggangu status registrasi bayar ter acc lunas
67,"Permisi Bapak / Ibu yang terhormat, saya mengalami kendala saat hendak
 mengisi KRS di lgracias. Di sana tercantum bahwa saya belum membayar
 tagihan sehingga belum bisa mengisi KRS, akan tetapi saya sudah melunasi. Pada proses pembayaran sedikit ada gangguan, dikarenakan saat pembayaran melalui m banking trouble sehingga tidak muncul bukti pembayaran. Berikut saya lampirkan bukti pembayaran melalui mutasi rekening BNI.",AKUNTANSI,permisi hormat alami kendala isi krs lgracias cantum bayar tagih isi krs lunas proses bayar ganggu bayar m banking trouble muncul bukti bayar lampir bukti bayar mutasi rekening bni
68,"Permisi,saya Teguh surya mahsasiswa S1 Teknik informatika ,saya ingin mengajukan problem, saya tadi habis melakukan pembayaran bpp smester genap seduai d anjuran kampus yaitu Rp. 8.950.000 nah ,setelah ituberhasil saya cek igracias ternyata kurang Rp.2500 rupiah, saya coba transfer lg slalu gagal, 
 
 Mohon bantuannya??.",AKUNTANSI,permisisaya teguh surya mahsasiswa s teknik informatika aju problem habis laku bayar bpp smester genap d anjur kampus rupiah ituberhasil cek igracias nyata rupiah rupiah coba transfer gagal bantu
69,"Permisi,saya Teguh surya mahsasiswa S1 Teknik informatika ,saya ingin mengajukan problem, saya tadi habis melakukan pembayaran bpp smester genap seduai d anjuran kampus yaitu Rp. 8.950.000 nah ,setelah ituberhasil saya cek igracias ternyata kurang Rp.2500 rupiah, saya coba transfer lg slalu gagal, 
 
 Mohon bantuannya??.",AKUNTANSI,permisisaya teguh surya mahsasiswa s teknik informatika aju problem habis laku bayar bpp smester genap d anjur kampus rupiah ituberhasil cek igracias nyata rupiah rupiah coba transfer gagal bantu
70,"ermisi Bapak / Ibu yang terhormat, saya Dyah Ayu Salsabila P nim 1604190037 dari kelas SR-43-GAB 2, mengalami kendala saat hendak
 mengisi KRS di lgracias. Di sana tercantum bahwa saya belum membayar
 tagihan sehingga belum bisa mengisi KRS, akan tetapi saya sudah melunasi. Pada proses pembayaran sedikit ada gangguan, dikarenakan saat pembayaran melalui m banking trouble sehingga tidak muncul bukti pembayaran. Berikut saya lampirkan bukti pembayaran melalui mutasi rekening BNI.",AKUNTANSI,ermisi hormat dyah ayu salsabila p kelas srgab alami kendala isi krs lgracias cantum bayar tagih isi krs lunas proses bayar ganggu bayar m banking trouble muncul bukti bayar lampir bukti bayar mutasi rekening bni
71,"Permisi Bapak / Ibu yang terhormat, saya mengalami kendala saat hendak mengisi KRS di Igracias. Tercantum di sana bahwa saya belum membayar tagihan sehingga belum bisa mengisi KRS, padahal saya sudah melunasi semua tagihannya tadi pagi. Berikut saya lampirkan bukti pembayarannya.",AKUNTANSI,permisi hormat alami kendala isi krs igracias cantum bayar tagih isi krs lunas tagih lampir bukti bayar
72,"Selamat Sore Bapak/Ibu
 
 Saya Muhammad Gilang Adhi Prasetyo, nim 1101204188, Jurusan Teknik Telekomunikasi. Saya melakukan pembayaran BPP melalui teller bank mandiri, tetapi transaksi dinyatakan Suspend dikarenakan akses pembayaran belum dibuka. Minta tolong untuk diberikan aksesnya agar pembayaran bisa dilakukan.
 
 Terima kasih",AKUNTANSI,muhammad gilang adhi prasetyo teknik telekomunikasi laku bayar bpp teller bank mandiri transaksi nyata suspend akses bayar buka akses bayar laku
73,"Assalamualaikum pak
 Saya Rizky mahasiswa TI 2014
 ingin bertanya bagaimana jika semester kemarin saya tidak regis karena masalah keuangan keluarga dan terlewatkan masa pengajuan cuti ?
 
 Sudah saya konsultasikan ke dosen wali, beliau bilang mungkin harus menyelesaikan pembayaran semester kemarin
 dan coba tanyakan bagian keuangan berapa tagihan semester kemarin dan semester ini jika saya hanya mengambil sks Tugas Akhir
 
 Dan saya ingin bertanya lagi pak bagaimana untuk mengajukan keringanan pembayaran semester kemarin dan semester sekarang ? Saya belum sanggup jika harus langsung membayar keduanya sekaligus
 
 terima kasih pak ????",AKUNTANSI,rizky mahasiswa ti semester kemarin regis uang keluarga aju cuti konsultasi dosen wali beliau bilang selesai bayar semester kemarin coba uang tagih semester kemarin semester ambil sks tugas akhir aju ringan bayar semester kemarin semester sanggup langsung bayar
74,"nama: savina ainul rahma
 nim: 6704204140
 keluhan: jd saya sudah bayar tagihan registrasi semuanya, tapi di igracias keterangannya masih belum lunas. ini gimana ya solusinya? karna saya jd tidak bisa melanjutkan tahap registrasi selanjutnya karna terhambat masalah itu. sedangkan jadwal input matkul dan cetak
 ksm tinggal sebentar lagi deadlinenya. terima kasih????",AKUNTANSI,nama savina ainul rahma keluh jd bayar tagih registrasi igracias terang lunas gimana solusi karna jd tahap registrasi karna hambat jadwal input matkul cetak ksm tinggal sebentar deadlinenya
75,"Selamat Siang, saya Marsha mahasiswi DKV'15 , perihal pembayaran BPP kebetulan saya baru bisa membayar hari ini dikarenakan baru ada uangnya namun ketika di teller ternyata tagihan saya pun tidak muncul, juga ketika saya check di igracias server nya pun down, mohon bantuannya untuk perihal tagihan yg tidak muncul juga perihal registrasi. Dikarenakan teller BNI tutup jam 2. Mohon bantuannya.",AKUNTANSI,marsha mahasiswi dkv perihal bayar bpp bayar uang teller nyata tagih muncul check igracias server nya down bantu perihal tagih muncul perihal registrasi teller bni tutup jam bantu
76,"Selamat Siang
 
 Nama saya Insan Adiguna, mahasiswa Telkom University jurusan Teknik
 Industri angkatan 2014 yang masih berkuliah di Telkom University
 
 Kemarin sekitar jam 14.00 saya sudah melakukan pembayaran BPP sebesar
 Rp 3.700.000,- ke Telkom University namun sampai saat ini status
 pembayaran masih belum berubah. tolong diperiksa karena biasanya
 status sudah berubah paling lama satu hari setelah saya melakukan
 pembayaran
 
 adapun saya melakukan pembayaran melalui aplikasi mandiri online dan
 bisa mengirimkan bukti pembayaran jika memang diperlukan.
 
 terima kasih
 Selamat Siang",AKUNTANSI,nama insan adiguna mahasiswa telkom university teknik industri angkat kuliah telkom university kemarin jam laku bayar bpp rupiah telkom university status bayar ubah periksa status ubah laku bayar laku bayar aplikasi mandiri online kirim bukti bayar
77,"Selamat siang, saya orang tua mahasiswa an Refindo Fajar Islami angkatan 2016 fakultas industri kreatif NIM 1602160050 Ada kendala dalam pembayaran BPP di smt 2 ini. Sy sdh beberapa kali dalam 10 hari terakhir ingin melakukan pembayaran lewat atm dan kasir bank BNI tetapi selalu gagal dg keterangan nomor yg dimasukan salah atau tdk terdaftar. Padahal selama ini sy tdk ada masalah jika melakukan pembayaran lewat ATM BNI. Mhn konfirmasinya mengingat waktu batas akhir pembayaran tgl 5 februari terima kasih.",AKUNTANSI,orang tua mahasiswa an refindo fajar islami angkat fakultas industri kreatif kendala bayar bpp smt kali akhir laku bayar atm kasir bank bni gagal dg terang nomor masuk salah daftar laku bayar atm bni konfirmasi batas akhir bayar tanggal februari
78,"Nama : Fauzi Arya Surya Abadi
 Nim : 1301194101
 Prodi : S1 Informatika
 Kelas : IF - 43 -01
 Keluhan :
 
 Assalamu'alaikum
 Perkenalkan saya Fauzi Arya Surya Abadi, S1 Informatika, Nim 1301194101
 
 Mau tanya kak. Saya sudah membayar tagihan Registrasi Semester Genap ini. Tetapi kenapa di igracias masih tertulis belum lunas ya?
 
 Terimakasih",AKUNTANSI,nama fauzi arya surya abadi prodi s informatika kelas if keluh kenal fauzi arya surya abadi s informatika bayar tagih registrasi semester genap igracias tulis lunas
79,"Selamat siang Bapak Ibu saya orang tua dari Rafi Ali Rachmadi 1301164010 hari ini saya mencoba melakukan pembayarn melalui teller di Bank BNI dan Mandiri tetapi tidak bisa. Dengan alasan dari pihak Teller Bank BNI dan Mandiri masih terblokir. Ada kendala apa ya pak.. 
 
 Mohon Penjelasannya terima kasih.
 
 Hormat saya",AKUNTANSI,orang tua rafi ali rachmadi coba laku pembayarn teller bank bni mandiri alas teller bank bni mandiri blokir kendala hormat
80,"Selamat siang bapak/ibu. 
 Saya Dede Rachmadi Assyidiqi mahasiswa MBTI angkatan 2016 ingin bertanya apakah server untuk pembayaran saat ini sedang down? Karena saya mencoba membayar, keterangan yang tertulis ""10: Tagihan tidak ditemukan""
 
 Terima kasih.",AKUNTANSI,dede rachmadi assyidiqi mahasiswa mbti angkat server bayar down coba bayar terang tulis tagih temu
81,"Assalamualaikum wr. wb. Saya Ma'rifatuzzahrah Syafi dari jurusan S1 Desain Interior FIK. Saya ingin bertanya perihal pembayaran BPP.
 
 Tadi saya sudah ke teller Bank BNI. Tapi begitu di cek katanya nomor tagihan saya tidak muncul. Mohon solusinya Pak/Bu. Terima kasih.",AKUNTANSI,marifatuzzahrah syafi s desain interior fik perihal bayar bpp teller bank bni cek nomor tagih muncul solusi
82,"Selamat siang, saya mau menanyakan bagaimana perihal pengalihan uang bpp saya dari semester 3 ke semester 4. Terima kasih",AKUNTANSI,perihal alih uang bpp semester semester
83,"Selamat pagi min, saya mahasiswi Telkom angkatan 2015, Nama: Fiera MeiristikaUtami, NIM: 1101154560, ingin complain kenapa saya bayaran kurang 100.000 padahal saya sudah bayar sesuai dengan ketentuan yaitu 3.700.000, saya sudah tanya ke teller katanya saya harus menghubungi keuangan Telkom, berikut ini saya berikan buktinya, mohon dibalas min karena di WA ke 2 nomer yg tersedia tidak ada balasan.",AKUNTANSI,mahasiswi telkom angkat nama fiera meiristikautami complain bayar bayar sesuai teller hubung uang telkom ikan bukti balas wa nomor sedia balas
